dguid,alt_geo_code,geo_level,geo_name_full,geo_name,geo_kind,characteristic,population
2021A00055933039,5933039,Census subdivision,"Thompson-Nicola J (Copper Desert Country), Regional district electoral area (RDA)",Thompson-Nicola J (Copper Desert Country),Regional district electoral area (RDA),"Population, 2021",1796
2021S051259331490,59331490,Dissemination area,59331490,59331490,,"Population, 2021",499
2021S051259331491,59331491,Dissemination area,59331491,59331491,,"Population, 2021",936
2021S051259331492,59331492,Dissemination area,59331492,59331492,,"Population, 2021",361
2021A00055933042,5933042,Census subdivision,"Kamloops, City (CY)",Kamloops,City (CY),"Population, 2021",97902
2021S051259330042,59330042,Dissemination area,59330042,59330042,,"Population, 2021",580
2021S051259330043,59330043,Dissemination area,59330043,59330043,,"Population, 2021",1200
2021S051259330045,59330045,Dissemination area,59330045,59330045,,"Population, 2021",783
2021S051259330047,59330047,Dissemination area,59330047,59330047,,"Population, 2021",1234
2021S051259330048,59330048,Dissemination area,59330048,59330048,,"Population, 2021",677
2021S051259330049,59330049,Dissemination area,59330049,59330049,,"Population, 2021",1146
2021S051259330050,59330050,Dissemination area,59330050,59330050,,"Population, 2021",390
2021S051259330051,59330051,Dissemination area,59330051,59330051,,"Population, 2021",332
2021S051259330054,59330054,Dissemination area,59330054,59330054,,"Population, 2021",602
2021S051259330055,59330055,Dissemination area,59330055,59330055,,"Population, 2021",479
2021S051259330056,59330056,Dissemination area,59330056,59330056,,"Population, 2021",648
2021S051259330057,59330057,Dissemination area,59330057,59330057,,"Population, 2021",485
2021S051259330058,59330058,Dissemination area,59330058,59330058,,"Population, 2021",380
2021S051259330061,59330061,Dissemination area,59330061,59330061,,"Population, 2021",475
2021S051259330062,59330062,Dissemination area,59330062,59330062,,"Population, 2021",407
2021S051259330063,59330063,Dissemination area,59330063,59330063,,"Population, 2021",534
2021S051259330064,59330064,Dissemination area,59330064,59330064,,"Population, 2021",488
2021S051259330065,59330065,Dissemination area,59330065,59330065,,"Population, 2021",660
2021S051259330066,59330066,Dissemination area,59330066,59330066,,"Population, 2021",509
2021S051259330067,59330067,Dissemination area,59330067,59330067,,"Population, 2021",540
2021S051259330068,59330068,Dissemination area,59330068,59330068,,"Population, 2021",577
2021S051259330069,59330069,Dissemination area,59330069,59330069,,"Population, 2021",541
2021S051259330070,59330070,Dissemination area,59330070,59330070,,"Population, 2021",379
2021S051259330071,59330071,Dissemination area,59330071,59330071,,"Population, 2021",459
2021S051259330072,59330072,Dissemination area,59330072,59330072,,"Population, 2021",437
2021S051259330073,59330073,Dissemination area,59330073,59330073,,"Population, 2021",820
2021S051259330074,59330074,Dissemination area,59330074,59330074,,"Population, 2021",687
2021S051259330075,59330075,Dissemination area,59330075,59330075,,"Population, 2021",452
2021S051259330076,59330076,Dissemination area,59330076,59330076,,"Population, 2021",453
2021S051259330077,59330077,Dissemination area,59330077,59330077,,"Population, 2021",481
2021S051259330078,59330078,Dissemination area,59330078,59330078,,"Population, 2021",737
2021S051259330079,59330079,Dissemination area,59330079,59330079,,"Population, 2021",630
2021S051259330080,59330080,Dissemination area,59330080,59330080,,"Population, 2021",504
2021S051259330081,59330081,Dissemination area,59330081,59330081,,"Population, 2021",298
2021S051259330082,59330082,Dissemination area,59330082,59330082,,"Population, 2021",810
2021S051259330083,59330083,Dissemination area,59330083,59330083,,"Population, 2021",986
2021S051259330084,59330084,Dissemination area,59330084,59330084,,"Population, 2021",524
2021S051259330085,59330085,Dissemination area,59330085,59330085,,"Population, 2021",724
2021S051259330086,59330086,Dissemination area,59330086,59330086,,"Population, 2021",589
2021S051259330087,59330087,Dissemination area,59330087,59330087,,"Population, 2021",442
2021S051259330088,59330088,Dissemination area,59330088,59330088,,"Population, 2021",557
2021S051259330089,59330089,Dissemination area,59330089,59330089,,"Population, 2021",663
2021S051259330090,59330090,Dissemination area,59330090,59330090,,"Population, 2021",562
2021S051259330091,59330091,Dissemination area,59330091,59330091,,"Population, 2021",785
2021S051259330092,59330092,Dissemination area,59330092,59330092,,"Population, 2021",609
2021S051259330093,59330093,Dissemination area,59330093,59330093,,"Population, 2021",771
2021S051259330094,59330094,Dissemination area,59330094,59330094,,"Population, 2021",598
2021S051259330095,59330095,Dissemination area,59330095,59330095,,"Population, 2021",1306
2021S051259330096,59330096,Dissemination area,59330096,59330096,,"Population, 2021",300
2021S051259330097,59330097,Dissemination area,59330097,59330097,,"Population, 2021",732
2021S051259330098,59330098,Dissemination area,59330098,59330098,,"Population, 2021",601
2021S051259330099,59330099,Dissemination area,59330099,59330099,,"Population, 2021",706
2021S051259330100,59330100,Dissemination area,59330100,59330100,,"Population, 2021",404
2021S051259330101,59330101,Dissemination area,59330101,59330101,,"Population, 2021",383
2021S051259330102,59330102,Dissemination area,59330102,59330102,,"Population, 2021",461
2021S051259330103,59330103,Dissemination area,59330103,59330103,,"Population, 2021",523
2021S051259330104,59330104,Dissemination area,59330104,59330104,,"Population, 2021",536
2021S051259330105,59330105,Dissemination area,59330105,59330105,,"Population, 2021",588
2021S051259330106,59330106,Dissemination area,59330106,59330106,,"Population, 2021",609
2021S051259330107,59330107,Dissemination area,59330107,59330107,,"Population, 2021",363
2021S051259330108,59330108,Dissemination area,59330108,59330108,,"Population, 2021",1075
2021S051259330110,59330110,Dissemination area,59330110,59330110,,"Population, 2021",348
2021S051259330114,59330114,Dissemination area,59330114,59330114,,"Population, 2021",1284
2021S051259330115,59330115,Dissemination area,59330115,59330115,,"Population, 2021",513
2021S051259330116,59330116,Dissemination area,59330116,59330116,,"Population, 2021",587
2021S051259330117,59330117,Dissemination area,59330117,59330117,,"Population, 2021",515
2021S051259330118,59330118,Dissemination area,59330118,59330118,,"Population, 2021",613
2021S051259330121,59330121,Dissemination area,59330121,59330121,,"Population, 2021",574
2021S051259330122,59330122,Dissemination area,59330122,59330122,,"Population, 2021",872
2021S051259330123,59330123,Dissemination area,59330123,59330123,,"Population, 2021",499
2021S051259330124,59330124,Dissemination area,59330124,59330124,,"Population, 2021",473
2021S051259330128,59330128,Dissemination area,59330128,59330128,,"Population, 2021",490
2021S051259330129,59330129,Dissemination area,59330129,59330129,,"Population, 2021",721
2021S051259330131,59330131,Dissemination area,59330131,59330131,,"Population, 2021",480
2021S051259330133,59330133,Dissemination area,59330133,59330133,,"Population, 2021",436
2021S051259330134,59330134,Dissemination area,59330134,59330134,,"Population, 2021",809
2021S051259330135,59330135,Dissemination area,59330135,59330135,,"Population, 2021",310
2021S051259330136,59330136,Dissemination area,59330136,59330136,,"Population, 2021",428
2021S051259330137,59330137,Dissemination area,59330137,59330137,,"Population, 2021",562
2021S051259330138,59330138,Dissemination area,59330138,59330138,,"Population, 2021",418
2021S051259330140,59330140,Dissemination area,59330140,59330140,,"Population, 2021",465
2021S051259330141,59330141,Dissemination area,59330141,59330141,,"Population, 2021",400
2021S051259330142,59330142,Dissemination area,59330142,59330142,,"Population, 2021",653
2021S051259330143,59330143,Dissemination area,59330143,59330143,,"Population, 2021",398
2021S051259330144,59330144,Dissemination area,59330144,59330144,,"Population, 2021",618
2021S051259330145,59330145,Dissemination area,59330145,59330145,,"Population, 2021",333
2021S051259330147,59330147,Dissemination area,59330147,59330147,,"Population, 2021",562
2021S051259330148,59330148,Dissemination area,59330148,59330148,,"Population, 2021",483
2021S051259330151,59330151,Dissemination area,59330151,59330151,,"Population, 2021",1143
2021S051259330154,59330154,Dissemination area,59330154,59330154,,"Population, 2021",576
2021S051259330155,59330155,Dissemination area,59330155,59330155,,"Population, 2021",659
2021S051259330156,59330156,Dissemination area,59330156,59330156,,"Population, 2021",1522
2021S051259330157,59330157,Dissemination area,59330157,59330157,,"Population, 2021",630
2021S051259330158,59330158,Dissemination area,59330158,59330158,,"Population, 2021",448
2021S051259330159,59330159,Dissemination area,59330159,59330159,,"Population, 2021",330
2021S051259330166,59330166,Dissemination area,59330166,59330166,,"Population, 2021",962
2021S051259330167,59330167,Dissemination area,59330167,59330167,,"Population, 2021",649
2021S051259330168,59330168,Dissemination area,59330168,59330168,,"Population, 2021",1414
2021S051259330170,59330170,Dissemination area,59330170,59330170,,"Population, 2021",727
2021S051259330171,59330171,Dissemination area,59330171,59330171,,"Population, 2021",594
2021S051259330172,59330172,Dissemination area,59330172,59330172,,"Population, 2021",971
2021S051259330173,59330173,Dissemination area,59330173,59330173,,"Population, 2021",1376
2021S051259330174,59330174,Dissemination area,59330174,59330174,,"Population, 2021",832
2021S051259330176,59330176,Dissemination area,59330176,59330176,,"Population, 2021",348
2021S051259330313,59330313,Dissemination area,59330313,59330313,,"Population, 2021",503
2021S051259330320,59330320,Dissemination area,59330320,59330320,,"Population, 2021",1170
2021S051259331496,59331496,Dissemination area,59331496,59331496,,"Population, 2021",482
2021S051259331497,59331497,Dissemination area,59331497,59331497,,"Population, 2021",561
2021S051259331498,59331498,Dissemination area,59331498,59331498,,"Population, 2021",380
2021S051259331499,59331499,Dissemination area,59331499,59331499,,"Population, 2021",613
2021S051259331500,59331500,Dissemination area,59331500,59331500,,"Population, 2021",405
2021S051259331655,59331655,Dissemination area,59331655,59331655,,"Population, 2021",1117
2021S051259331656,59331656,Dissemination area,59331656,59331656,,"Population, 2021",430
2021S051259331657,59331657,Dissemination area,59331657,59331657,,"Population, 2021",1541
2021S051259331692,59331692,Dissemination area,59331692,59331692,,"Population, 2021",893
2021S051259331693,59331693,Dissemination area,59331693,59331693,,"Population, 2021",2310
2021S051259331694,59331694,Dissemination area,59331694,59331694,,"Population, 2021",1198
2021S051259331696,59331696,Dissemination area,59331696,59331696,,"Population, 2021",1164
2021S051259331697,59331697,Dissemination area,59331697,59331697,,"Population, 2021",185
2021S051259331698,59331698,Dissemination area,59331698,59331698,,"Population, 2021",426
2021S051259331699,59331699,Dissemination area,59331699,59331699,,"Population, 2021",1647
2021S051259331700,59331700,Dissemination area,59331700,59331700,,"Population, 2021",1694
2021S051259331702,59331702,Dissemination area,59331702,59331702,,"Population, 2021",399
2021S051259331703,59331703,Dissemination area,59331703,59331703,,"Population, 2021",1112
2021S051259331705,59331705,Dissemination area,59331705,59331705,,"Population, 2021",502
2021S051259331707,59331707,Dissemination area,59331707,59331707,,"Population, 2021",802
2021S051259331709,59331709,Dissemination area,59331709,59331709,,"Population, 2021",1100
2021S051259331711,59331711,Dissemination area,59331711,59331711,,"Population, 2021",564
2021S051259331712,59331712,Dissemination area,59331712,59331712,,"Population, 2021",1052
2021S051259331713,59331713,Dissemination area,59331713,59331713,,"Population, 2021",869
2021S051259331714,59331714,Dissemination area,59331714,59331714,,"Population, 2021",900
2021S051259331716,59331716,Dissemination area,59331716,59331716,,"Population, 2021",890
2021S051259331717,59331717,Dissemination area,59331717,59331717,,"Population, 2021",824
2021S051259331718,59331718,Dissemination area,59331718,59331718,,"Population, 2021",1374
2021S051259331719,59331719,Dissemination area,59331719,59331719,,"Population, 2021",687
2021S051259331720,59331720,Dissemination area,59331720,59331720,,"Population, 2021",457
2021S051259331721,59331721,Dissemination area,59331721,59331721,,"Population, 2021",1058
2021S051259331722,59331722,Dissemination area,59331722,59331722,,"Population, 2021",1131
2021S051259331724,59331724,Dissemination area,59331724,59331724,,"Population, 2021",1345
2021S051259331725,59331725,Dissemination area,59331725,59331725,,"Population, 2021",881
2021A00055933044,5933044,Census subdivision,"Thompson-Nicola P (Rivers and the Peaks), Regional district electoral area (RDA)",Thompson-Nicola P (Rivers and the Peaks),Regional district electoral area (RDA),"Population, 2021",4098
2021S051259331494,59331494,Dissemination area,59331494,59331494,,"Population, 2021",722
2021S051259331504,59331504,Dissemination area,59331504,59331504,,"Population, 2021",585
2021S051259331506,59331506,Dissemination area,59331506,59331506,,"Population, 2021",343
2021S051259331507,59331507,Dissemination area,59331507,59331507,,"Population, 2021",930
2021S051259331517,59331517,Dissemination area,59331517,59331517,,"Population, 2021",508
2021S051259331650,59331650,Dissemination area,59331650,59331650,,"Population, 2021",623
2021S051259331652,59331652,Dissemination area,59331652,59331652,,"Population, 2021",387
2021A00055933045,5933045,Census subdivision,"Sun Peaks Mountain, Village (VL)",Sun Peaks Mountain,Village (VL),"Population, 2021",1404
2021S051259331651,59331651,Dissemination area,59331651,59331651,,"Population, 2021",1404
2021A00055933054,5933054,Census subdivision,"Chase, Village (VL)",Chase,Village (VL),"Population, 2021",2399
2021S051259331512,59331512,Dissemination area,59331512,59331512,,"Population, 2021",432
2021S051259331513,59331513,Dissemination area,59331513,59331513,,"Population, 2021",342
2021S051259331514,59331514,Dissemination area,59331514,59331514,,"Population, 2021",484
2021S051259331515,59331515,Dissemination area,59331515,59331515,,"Population, 2021",834
2021S051259331516,59331516,Dissemination area,59331516,59331516,,"Population, 2021",307
2021S051259331518,59331518,Dissemination area,59331518,59331518,,"Population, 2021",0
2021A00055933060,5933060,Census subdivision,"Thompson-Nicola L (Grasslands), Regional district electoral area (RDA)",Thompson-Nicola L (Grasslands),Regional district electoral area (RDA),"Population, 2021",3321
2021S051259331508,59331508,Dissemination area,59331508,59331508,,"Population, 2021",525
2021S051259331509,59331509,Dissemination area,59331509,59331509,,"Population, 2021",582
2021S051259331542,59331542,Dissemination area,59331542,59331542,,"Population, 2021",424
2021S051259331543,59331543,Dissemination area,59331543,59331543,,"Population, 2021",548
2021S051259331544,59331544,Dissemination area,59331544,59331544,,"Population, 2021",652
2021S051259331746,59331746,Dissemination area,59331746,59331746,,"Population, 2021",590
2021A00055933067,5933067,Census subdivision,"Clearwater, District municipality (DM)",Clearwater,District municipality (DM),"Population, 2021",2388
2021S051259331535,59331535,Dissemination area,59331535,59331535,,"Population, 2021",616
2021S051259331637,59331637,Dissemination area,59331637,59331637,,"Population, 2021",265
2021S051259331638,59331638,Dissemination area,59331638,59331638,,"Population, 2021",476
2021S051259331639,59331639,Dissemination area,59331639,59331639,,"Population, 2021",346
2021S051259331641,59331641,Dissemination area,59331641,59331641,,"Population, 2021",685
2021S051259331644,59331644,Dissemination area,59331644,59331644,,"Population, 2021",0
2021A00055933068,5933068,Census subdivision,"Thompson-Nicola A (Wells Gray Country), Regional district electoral area (RDA)",Thompson-Nicola A (Wells Gray Country),Regional district electoral area (RDA),"Population, 2021",1573
2021S051259331636,59331636,Dissemination area,59331636,59331636,,"Population, 2021",549
2021S051259331640,59331640,Dissemination area,59331640,59331640,,"Population, 2021",607
2021S051259331642,59331642,Dissemination area,59331642,59331642,,"Population, 2021",165
2021S051259331643,59331643,Dissemination area,59331643,59331643,,"Population, 2021",252
2021A00055933070,5933070,Census subdivision,"Thompson-Nicola B (Thompson Headwaters), Regional district electoral area (RDA)",Thompson-Nicola B (Thompson Headwaters),Regional district electoral area (RDA),"Population, 2021",230
2021S051259331538,59331538,Dissemination area,59331538,59331538,,"Population, 2021",230
2021A00055933072,5933072,Census subdivision,"Thompson-Nicola O (Lower North Thompson), Regional district electoral area (RDA)",Thompson-Nicola O (Lower North Thompson),Regional district electoral area (RDA),"Population, 2021",1523
2021S051259331687,59331687,Dissemination area,59331687,59331687,,"Population, 2021",389
2021S051259331690,59331690,Dissemination area,59331690,59331690,,"Population, 2021",379
2021S051259331728,59331728,Dissemination area,59331728,59331728,,"Population, 2021",755
2021A00055933074,5933074,Census subdivision,"Barriere, District municipality (DM)",Barriere,District municipality (DM),"Population, 2021",1765
2021S051259331526,59331526,Dissemination area,59331526,59331526,,"Population, 2021",582
2021S051259331632,59331632,Dissemination area,59331632,59331632,,"Population, 2021",898
2021S051259331633,59331633,Dissemination area,59331633,59331633,,"Population, 2021",285
2021A00055933801,5933801,Census subdivision,"Coldwater 1, Indian reserve (IRI)",Coldwater 1,Indian reserve (IRI),"Population, 2021",350
2021S051259331553,59331553,Dissemination area,59331553,59331553,,"Population, 2021",350
2021A00055933802,5933802,Census subdivision,"Douglas Lake 3, Indian reserve (IRI)",Douglas Lake 3,Indian reserve (IRI),"Population, 2021",188
2021S051259331548,59331548,Dissemination area,59331548,59331548,,"Population, 2021",188
2021A00055933803,5933803,Census subdivision,"Hamilton Creek 2, Indian reserve (IRI)",Hamilton Creek 2,Indian reserve (IRI),"Population, 2021",0
2021S051259331590,59331590,Dissemination area,59331590,59331590,,"Population, 2021",0
2021A00055933805,5933805,Census subdivision,"Joeyaska 2, Indian reserve (IRI)",Joeyaska 2,Indian reserve (IRI),"Population, 2021",58
2021S051259331551,59331551,Dissemination area,59331551,59331551,,"Population, 2021",58
2021A00055933806,5933806,Census subdivision,"Nicola Lake 1, Indian reserve (IRI)",Nicola Lake 1,Indian reserve (IRI),"Population, 2021",148
2021S051259331549,59331549,Dissemination area,59331549,59331549,,"Population, 2021",148
2021A00055933807,5933807,Census subdivision,"Nicola Mameet 1, Indian reserve (IRI)",Nicola Mameet 1,Indian reserve (IRI),"Population, 2021",513
2021S051259331570,59331570,Dissemination area,59331570,59331570,,"Population, 2021",513
2021A00055933808,5933808,Census subdivision,"Nooaitch 10, Indian reserve (IRI)",Nooaitch 10,Indian reserve (IRI),"Population, 2021",170
2021S051259331573,59331573,Dissemination area,59331573,59331573,,"Population, 2021",170
2021A00055933809,5933809,Census subdivision,"Paul's Basin 2, Indian reserve (IRI)",Paul's Basin 2,Indian reserve (IRI),"Population, 2021",35
2021S051259331554,59331554,Dissemination area,59331554,59331554,,"Population, 2021",35
2021A00055933810,5933810,Census subdivision,"Chuchhraischin, Indian reserve (IRI)",Chuchhraischin,Indian reserve (IRI),"Population, 2021",0
2021S051259331471,59331471,Dissemination area,59331471,59331471,,"Population, 2021",0
2021S051259331472,59331472,Dissemination area,59331472,59331472,,"Population, 2021",0
2021A00055933811,5933811,Census subdivision,"Zoht 4, Indian reserve (IRI)",Zoht 4,Indian reserve (IRI),"Population, 2021",20
2021S051259331546,59331546,Dissemination area,59331546,59331546,,"Population, 2021",20
2021A00055933812,5933812,Census subdivision,"Bonaparte 3, Indian reserve (IRI)",Bonaparte 3,Indian reserve (IRI),"Population, 2021",159
2021S051259331474,59331474,Dissemination area,59331474,59331474,,"Population, 2021",159
2021A00055933813,5933813,Census subdivision,"Halhalaeden, Indian reserve (IRI)",Halhalaeden,Indian reserve (IRI),"Population, 2021",10
2021S051259331626,59331626,Dissemination area,59331626,59331626,,"Population, 2021",10
2021A00055933814,5933814,Census subdivision,"Canoe Creek 1, Indian reserve (IRI)",Canoe Creek 1,Indian reserve (IRI),"Population, 2021",56
2021S051259331450,59331450,Dissemination area,59331450,59331450,,"Population, 2021",56
2021A00055933817,5933817,Census subdivision,"Skeetchestn, Indian reserve (IRI)",Skeetchestn,Indian reserve (IRI),"Population, 2021",242
2021S051259331493,59331493,Dissemination area,59331493,59331493,,"Population, 2021",242
2021A00055933819,5933819,Census subdivision,"High Bar 1, Indian reserve (IRI)",High Bar 1,Indian reserve (IRI),"Population, 2021",0
2021S051259331452,59331452,Dissemination area,59331452,59331452,,"Population, 2021",0
2021A00055933821,5933821,Census subdivision,"Canoe Creek 2, Indian reserve (IRI)",Canoe Creek 2,Indian reserve (IRI),"Population, 2021",104
2021S051259331456,59331456,Dissemination area,59331456,59331456,,"Population, 2021",104
2021A00055933823,5933823,Census subdivision,"Kitzowit 20, Indian reserve (IRI)",Kitzowit 20,Indian reserve (IRI),"Population, 2021",21
2021S051259331591,59331591,Dissemination area,59331591,59331591,,"Population, 2021",21
2021A00055933824,5933824,Census subdivision,"Skuppah 2A, Indian reserve (IRI)",Skuppah 2A,Indian reserve (IRI),"Population, 2021",0
2021S051259331597,59331597,Dissemination area,59331597,59331597,,"Population, 2021",0
2021A00055933825,5933825,Census subdivision,"Inklyuhkinatko 2, Indian reserve (IRI)",Inklyuhkinatko 2,Indian reserve (IRI),"Population, 2021",26
2021S051259331598,59331598,Dissemination area,59331598,59331598,,"Population, 2021",26
2021A00055933828,5933828,Census subdivision,"Basque 18, Indian reserve (IRI)",Basque 18,Indian reserve (IRI),"Population, 2021",
2021S051259331479,59331479,Dissemination area,59331479,59331479,,"Population, 2021",
2021A00055933829,5933829,Census subdivision,"Klahkamich 17, Indian reserve (IRI)",Klahkamich 17,Indian reserve (IRI),"Population, 2021",33
2021S051259331594,59331594,Dissemination area,59331594,59331594,,"Population, 2021",33
2021A00055933831,5933831,Census subdivision,"Kleetlekut 22, Indian reserve (IRI)",Kleetlekut 22,Indian reserve (IRI),"Population, 2021",15
2021S051259331599,59331599,Dissemination area,59331599,59331599,,"Population, 2021",15
2021A00055933832,5933832,Census subdivision,"Klickkumcheen 18, Indian reserve (IRI)",Klickkumcheen 18,Indian reserve (IRI),"Population, 2021",82
2021S051259331593,59331593,Dissemination area,59331593,59331593,,"Population, 2021",82
2021A00055933833,5933833,Census subdivision,"Inkluckcheen, Indian reserve (IRI)",Inkluckcheen,Indian reserve (IRI),"Population, 2021",190
2021S051259331589,59331589,Dissemination area,59331589,59331589,,"Population, 2021",0
2021S051259331744,59331744,Dissemination area,59331744,59331744,,"Population, 2021",190
2021A00055933834,5933834,Census subdivision,"Kumcheen 1, Indian reserve (IRI)",Kumcheen 1,Indian reserve (IRI),"Population, 2021",
2021S051259331579,59331579,Dissemination area,59331579,59331579,,"Population, 2021",
2021A00055933836,5933836,Census subdivision,"Lower Hat Creek 2, Indian reserve (IRI)",Lower Hat Creek 2,Indian reserve (IRI),"Population, 2021",61
2021S051259331476,59331476,Dissemination area,59331476,59331476,,"Population, 2021",61
2021A00055933837,5933837,Census subdivision,"Peq-Paq 22, Indian reserve (IRI)",Peq-Paq 22,Indian reserve (IRI),"Population, 2021",0
2021S051259331483,59331483,Dissemination area,59331483,59331483,,"Population, 2021",0
2021A00055933839,5933839,Census subdivision,"Lytton 4A, Indian reserve (IRI)",Lytton 4A,Indian reserve (IRI),"Population, 2021",0
2021S051259331624,59331624,Dissemination area,59331624,59331624,,"Population, 2021",0
2021A00055933840,5933840,Census subdivision,"Lytton 4E, Indian reserve (IRI)",Lytton 4E,Indian reserve (IRI),"Population, 2021",5
2021S051259331576,59331576,Dissemination area,59331576,59331576,,"Population, 2021",5
2021A00055933841,5933841,Census subdivision,"Lytton 9A, Indian reserve (IRI)",Lytton 9A,Indian reserve (IRI),"Population, 2021",10
2021S051259331603,59331603,Dissemination area,59331603,59331603,,"Population, 2021",10
2021A00055933842,5933842,Census subdivision,"Lytton 9B, Indian reserve (IRI)",Lytton 9B,Indian reserve (IRI),"Population, 2021",0
2021S051259331601,59331601,Dissemination area,59331601,59331601,,"Population, 2021",0
2021A00055933844,5933844,Census subdivision,"Ashcroft 4, Indian reserve (IRI)",Ashcroft 4,Indian reserve (IRI),"Population, 2021",42
2021S051259331466,59331466,Dissemination area,59331466,59331466,,"Population, 2021",42
2021A00055933845,5933845,Census subdivision,"105 Mile Post 2, Indian reserve (IRI)",105 Mile Post 2,Indian reserve (IRI),"Population, 2021",5
2021S051259331465,59331465,Dissemination area,59331465,59331465,,"Population, 2021",5
2021A00055933846,5933846,Census subdivision,"Oregon Jack Creek 5, Indian reserve (IRI)",Oregon Jack Creek 5,Indian reserve (IRI),"Population, 2021",0
2021S051259331482,59331482,Dissemination area,59331482,59331482,,"Population, 2021",0
2021A00055933848,5933848,Census subdivision,"Nickel Palm 4, Indian reserve (IRI)",Nickel Palm 4,Indian reserve (IRI),"Population, 2021",5
2021S051259331625,59331625,Dissemination area,59331625,59331625,,"Population, 2021",5
2021A00055933849,5933849,Census subdivision,"Siska Flat, Indian reserve (IRI)",Siska Flat,Indian reserve (IRI),"Population, 2021",101
2021S051259331628,59331628,Dissemination area,59331628,59331628,,"Population, 2021",101
2021A00055933850,5933850,Census subdivision,"Nickeyeah 25, Indian reserve (IRI)",Nickeyeah 25,Indian reserve (IRI),"Population, 2021",34
2021S051259331595,59331595,Dissemination area,59331595,59331595,,"Population, 2021",34
2021A00055933851,5933851,Census subdivision,"Nicomen 1, Indian reserve (IRI)",Nicomen 1,Indian reserve (IRI),"Population, 2021",41
2021S051259331582,59331582,Dissemination area,59331582,59331582,,"Population, 2021",41
2021A00055933852,5933852,Census subdivision,"Nohomeen 23, Indian reserve (IRI)",Nohomeen 23,Indian reserve (IRI),"Population, 2021",5
2021S051259331574,59331574,Dissemination area,59331574,59331574,,"Population, 2021",5
2021A00055933853,5933853,Census subdivision,"Nuuautin 2, Indian reserve (IRI)",Nuuautin 2,Indian reserve (IRI),"Population, 2021",101
2021S051259331745,59331745,Dissemination area,59331745,59331745,,"Population, 2021",101
2021A00055933854,5933854,Census subdivision,"Paska Island 3, Indian reserve (IRI)",Paska Island 3,Indian reserve (IRI),"Population, 2021",0
2021S051259331460,59331460,Dissemination area,59331460,59331460,,"Population, 2021",0
2021S051259331480,59331480,Dissemination area,59331480,59331480,,"Population, 2021",0
2021A00055933855,5933855,Census subdivision,"Papyum 27, Indian reserve (IRI)",Papyum 27,Indian reserve (IRI),"Population, 2021",35
2021S051259331610,59331610,Dissemination area,59331610,59331610,,"Population, 2021",35
2021A00055933857,5933857,Census subdivision,"Pemynoos 9, Indian reserve (IRI)",Pemynoos 9,Indian reserve (IRI),"Population, 2021",0
2021S051259331585,59331585,Dissemination area,59331585,59331585,,"Population, 2021",0
2021A00055933858,5933858,Census subdivision,"Seah 5, Indian reserve (IRI)",Seah 5,Indian reserve (IRI),"Population, 2021",10
2021S051259331575,59331575,Dissemination area,59331575,59331575,,"Population, 2021",10
2021A00055933859,5933859,Census subdivision,"Shackan 11, Indian reserve (IRI)",Shackan 11,Indian reserve (IRI),"Population, 2021",50
2021S051259331588,59331588,Dissemination area,59331588,59331588,,"Population, 2021",50
2021A00055933861,5933861,Census subdivision,"Kloklowuck 7, Indian reserve (IRI)",Kloklowuck 7,Indian reserve (IRI),"Population, 2021",
2021S051259331581,59331581,Dissemination area,59331581,59331581,,"Population, 2021",
2021A00055933865,5933865,Census subdivision,"Skuppah 4, Indian reserve (IRI)",Skuppah 4,Indian reserve (IRI),"Population, 2021",10
2021S051259331577,59331577,Dissemination area,59331577,59331577,,"Population, 2021",10
2021A00055933866,5933866,Census subdivision,"Skwayaynope 26, Indian reserve (IRI)",Skwayaynope 26,Indian reserve (IRI),"Population, 2021",5
2021S051259331596,59331596,Dissemination area,59331596,59331596,,"Population, 2021",5
2021A00055933868,5933868,Census subdivision,"Spintlum Flat 3, Indian reserve (IRI)",Spintlum Flat 3,Indian reserve (IRI),"Population, 2021",5
2021S051259331584,59331584,Dissemination area,59331584,59331584,,"Population, 2021",5
2021A00055933870,5933870,Census subdivision,"Nkaih 10, Indian reserve (IRI)",Nkaih 10,Indian reserve (IRI),"Population, 2021",5
2021S051259331604,59331604,Dissemination area,59331604,59331604,,"Population, 2021",5
2021A00055933872,5933872,Census subdivision,"Marble Canyon 3, Indian reserve (IRI)",Marble Canyon 3,Indian reserve (IRI),"Population, 2021",97
2021S051259331475,59331475,Dissemination area,59331475,59331475,,"Population, 2021",97
2021A00055933873,5933873,Census subdivision,"Stryen 9, Indian reserve (IRI)",Stryen 9,Indian reserve (IRI),"Population, 2021",57
2021S051259331602,59331602,Dissemination area,59331602,59331602,,"Population, 2021",57
2021A00055933874,5933874,Census subdivision,"Tsaukan 12, Indian reserve (IRI)",Tsaukan 12,Indian reserve (IRI),"Population, 2021",0
2021S051259331578,59331578,Dissemination area,59331578,59331578,,"Population, 2021",0
2021A00055933875,5933875,Census subdivision,"Upper Hat Creek 1, Indian reserve (IRI)",Upper Hat Creek 1,Indian reserve (IRI),"Population, 2021",15
2021S051259331473,59331473,Dissemination area,59331473,59331473,,"Population, 2021",15
2021A00055933876,5933876,Census subdivision,"Upper Nepa 6, Indian reserve (IRI)",Upper Nepa 6,Indian reserve (IRI),"Population, 2021",15
2021S051259331461,59331461,Dissemination area,59331461,59331461,,"Population, 2021",15
2021A00055933877,5933877,Census subdivision,"Whispering Pines 4, Indian reserve (IRI)",Whispering Pines 4,Indian reserve (IRI),"Population, 2021",57
